"crop","region","item","year","value"
"soyb","us","Value of production less total costs listed","2012.0","159.23000000000002"
"soyb","us","Value of production less operating costs","2012.0","424.53000000000003"
"soyb","us","Yield (bushels per planted acre)","2012.0","42.0"
"soyb","us","Price (dollars per bushel at harvest)","2012.0","14.21"
"soyb","us","Enterprise size (planted acres)","2012.0","273.0"
"soyb","us","Irrigated (percent)","2012.0","10.0"
"soyb","us","Dryland (percent)","2012.0","90.0"
"soyb","us","Primary product:  Soybeans","2013.0","540.08"
"soyb","us","Total, gross value of production","2013.0","540.08"
"soyb","us","Seed","2013.0","59.34"
"soyb","us","Fertilizer","2013.0","38.19"
"soyb","us","Chemicals","2013.0","28.18"
"soyb","us","Custom operations","2013.0","9.96"
"soyb","us","Fuel, lube, and electricity","2013.0","21.57"
"soyb","us","Repairs","2013.0","22.78"
"soyb","us","Purchased irrigation water","2013.0","0.06"
"soyb","us","Interest on operating capital","2013.0","0.08"
"soyb","us","Total, operating costs","2013.0","180.16000000000003"
"soyb","us","Hired labor","2013.0","3.05"
"soyb","us","Opportunity cost of unpaid labor","2013.0","17.7"
"soyb","us","Capital recovery of machinery and equipment","2013.0","84.63"
"soyb","us","Opportunity cost of land","2013.0","153.97"
"soyb","us","Taxes and insurance","2013.0","9.97"
"soyb","us","General farm overhead","2013.0","17.96"
"soyb","us","Total, allocated overhead","2013.0","287.28000000000003"
"soyb","us","Total, costs listed","2013.0","467.44000000000005"
"soyb","us","Value of production less total costs listed","2013.0","72.63999999999999"
"soyb","us","Value of production less operating costs","2013.0","359.92"
"soyb","us","Yield (bushels per planted acre)","2013.0","43.0"
"soyb","us","Price (dollars per bushel at harvest)","2013.0","12.56"
"soyb","us","Enterprise size (planted acres)","2013.0","273.0"
"soyb","us","Irrigated (percent)","2013.0","10.0"
"soyb","us","Dryland (percent)","2013.0","90.0"
"soyb","us","Primary product:  Soybeans","2014.0","497.76"
"soyb","us","Total, gross value of production","2014.0","497.76"
"soyb","us","Seed","2014.0","60.06"
"soyb","us","Fertilizer","2014.0","36.7"
"soyb","us","Chemicals","2014.0","28.62"
"soyb","us","Custom operations","2014.0","10.25"
"soyb","us","Fuel, lube, and electricity","2014.0","21.58"
"soyb","us","Repairs","2014.0","23.33"
"soyb","us","Purchased irrigation water","2014.0","0.06"
"soyb","us","Interest on operating capital","2014.0","0.05"
"soyb","us","Total, operating costs","2014.0","180.64999999999998"
"soyb","us","Hired labor","2014.0","3.1"
"soyb","us","Opportunity cost of unpaid labor","2014.0","18.07"
"soyb","us","Capital recovery of machinery and equipment","2014.0","88.19"
"soyb","us","Opportunity cost of land","2014.0","158.43"
"soyb","us","Taxes and insurance","2014.0","10.17"
"soyb","us","General farm overhead","2014.0","18.32"
"soyb","us","Total, allocated overhead","2014.0","296.28000000000003"
"soyb","us","Total, costs listed","2014.0","476.93"
"soyb","us","Value of production less total costs listed","2014.0","20.829999999999984"
"soyb","us","Value of production less operating costs","2014.0","317.11"
"soyb","us","Yield (bushels per planted acre)","2014.0","48.0"
"soyb","us","Price (dollars per bushel at harvest)","2014.0","10.37"
"soyb","us","Enterprise size (planted acres)","2014.0","273.0"
"soyb","us","Irrigated (percent)","2014.0","10.0"
"soyb","us","Dryland (percent)","2014.0","90.0"
"soyb","us","Primary product:  Soybeans","2015.0","408.0"
"soyb","us","Total, gross value of production","2015.0","408.0"
"soyb","us","Seed","2015.0","61.84"
"soyb","us","Fertilizer","2015.0","34.21"
"soyb","us","Chemicals","2015.0","27.57"
"soyb","us","Custom operations","2015.0","10.71"
"soyb","us","Fuel, lube, and electricity","2015.0","14.08"
"soyb","us","Repairs","2015.0","23.43"
"soyb","us","Purchased irrigation water","2015.0","0.06"
"soyb","us","Interest on operating capital","2015.0","0.14"
"soyb","us","Total, operating costs","2015.0","172.04000000000002"
"soyb","us","Hired labor","2015.0","3.26"
"soyb","us","Opportunity cost of unpaid labor","2015.0","18.79"
"soyb","us","Capital recovery of machinery and equipment","2015.0","90.39"
"soyb","us","Opportunity cost of land","2015.0","161.54"
"soyb","us","Taxes and insurance","2015.0","10.81"
"soyb","us","General farm overhead","2015.0","18.36"
"soyb","us","Total, allocated overhead","2015.0","303.15000000000003"
"soyb","us","Total, costs listed","2015.0","475.19000000000005"
"soyb","us","Value of production less total costs listed","2015.0","-67.19000000000005"
"soyb","us","Value of production less operating costs","2015.0","235.95999999999998"
"soyb","us","Yield (bushels per planted acre)","2015.0","48.0"
"soyb","us","Price (dollars per bushel at harvest)","2015.0","8.5"
"soyb","us","Enterprise size (planted acres)","2015.0","273.0"
"soyb","us","Irrigated (percent)","2015.0","10.0"
"soyb","us","Dryland (percent)","2015.0","90.0"
"soyb","us","Primary product:  Soybeans","2016.0","469.55999999999995"
"soyb","us","Total, gross value of production","2016.0","469.55999999999995"
"soyb","us","Seed","2016.0","59.21"
"soyb","us","Fertilizer","2016.0","31.27"
"soyb","us","Chemicals","2016.0","27.75"
"soyb","us","Custom operations","2016.0","10.15"
"soyb","us","Fuel, lube, and electricity","2016.0","10.41"
"soyb","us","Repairs","2016.0","21.66"
"soyb","us","Purchased irrigation water","2016.0","0.06"
"soyb","us","Interest on operating capital","2016.0","0.37"
"soyb","us","Total, operating costs","2016.0","160.88"
"soyb","us","Hired labor","2016.0","2.18"
"soyb","us","Opportunity cost of unpaid labor","2016.0","18.9"
"soyb","us","Capital recovery of machinery and equipment","2016.0","86.46"
"soyb","us","Opportunity cost of land","2016.0","148.57"
"soyb","us","Taxes and insurance","2016.0","10.78"
"soyb","us","General farm overhead","2016.0","18.78"
"soyb","us","Total, allocated overhead","2016.0","285.66999999999996"
"soyb","us","Total, costs listed","2016.0","446.54999999999995"
"soyb","us","Value of production less total costs listed","2016.0","23.00999999999999"
"soyb","us","Value of production less operating costs","2016.0","308.67999999999995"
"soyb","us","Yield (bushels per planted acre)","2016.0","52.0"
"soyb","us","Price (dollars per bushel at harvest)","2016.0","9.03"
"soyb","us","Enterprise size (planted acres)","2016.0","273.0"
"soyb","us","Irrigated (percent)","2016.0","10.0"
"soyb","us","Dryland (percent)","2016.0","90.0"
"soyb","nc","Primary product:  Soybeans","1997.0","280.35999999999996"
"soyb","nc","Total, gross value of production","1997.0","280.35999999999996"
"soyb","nc","Seed","1997.0","22.81"
"soyb","nc","Fertilizer","1997.0","13.31"
"soyb","nc","Soil conditioners","1997.0","0.17"
"soyb","nc","Manure","1997.0","2.0"
"soyb","nc","Chemicals","1997.0","25.7"
"soyb","nc","Custom operations","1997.0","5.89"
"soyb","nc","Fuel, lube, and electricity","1997.0","7.15"
"soyb","nc","Repairs","1997.0","9.01"
"soyb","nc","Purchased irrigation water","1997.0","0.0"
"soyb","nc","Interest on operating capital","1997.0","2.2"
"soyb","nc","Total, operating costs","1997.0","88.24000000000001"
"soyb","nc","Hired labor","1997.0","1.78"
"soyb","nc","Opportunity cost of unpaid labor","1997.0","23.9"
"soyb","nc","Capital recovery of machinery and equipment","1997.0","49.62"
"soyb","nc","Opportunity cost of land","1997.0","62.5"
"soyb","nc","Taxes and insurance","1997.0","6.92"
"soyb","nc","General farm overhead","1997.0","13.98"
"soyb","nc","Total, allocated overhead","1997.0","158.7"
"soyb","nc","Total, costs listed","1997.0","246.94"
"soyb","nc","Value of production less total costs listed","1997.0","33.41999999999996"
"soyb","nc","Value of production less operating costs","1997.0","192.11999999999995"
"soyb","nc","Yield (bushels per planted acre)","1997.0","43.0"
"soyb","nc","Price (dollars per bushel at harvest)","1997.0","6.52"
"soyb","nc","Enterprise size (planted acres)","1997.0","115.0"
"soyb","nc","Irrigated (percent)","1997.0","3.0"
"soyb","nc","Dryland (percent)","1997.0","97.0"
"soyb","nc","Primary product:  Soybeans","1998.0","224.84"
"soyb","nc","Total, gross value of production","1998.0","224.84"
"soyb","nc","Seed","1998.0","24.21"
"soyb","nc","Fertilizer","1998.0","13.33"
"soyb","nc","Soil conditioners","1998.0","0.19"
"soyb","nc","Manure","1998.0","1.88"
"soyb","nc","Chemicals","1998.0","25.78"
"soyb","nc","Custom operations","1998.0","6.01"
"soyb","nc","Fuel, lube, and electricity","1998.0","6.28"
"soyb","nc","Repairs","1998.0","9.39"
"soyb","nc","Purchased irrigation water","1998.0","0.0"
"soyb","nc","Interest on operating capital","1998.0","2.09"
"soyb","nc","Total, operating costs","1998.0","89.16000000000001"
"soyb","nc","Hired labor","1998.0","1.9"
"soyb","nc","Opportunity cost of unpaid labor","1998.0","24.44"
"soyb","nc","Capital recovery of machinery and equipment","1998.0","51.63"
"soyb","nc","Opportunity cost of land","1998.0","65.46"
"soyb","nc","Taxes and insurance","1998.0","6.99"
"soyb","nc","General farm overhead","1998.0","13.27"
"soyb","nc","Total, allocated overhead","1998.0","163.69000000000003"
"soyb","nc","Total, costs listed","1998.0","252.85000000000002"
"soyb","nc","Value of production less total costs listed","1998.0","-28.01000000000002"
"soyb","nc","Value of production less operating costs","1998.0","135.68"
"soyb","nc","Yield (bushels per planted acre)","1998.0","44.0"
"soyb","nc","Price (dollars per bushel at harvest)","1998.0","5.11"
"soyb","nc","Enterprise size (planted acres)","1998.0","115.0"
"soyb","nc","Irrigated (percent)","1998.0","3.0"
"soyb","nc","Dryland (percent)","1998.0","97.0"
"soyb","nc","Primary product:  Soybeans","1999.0","189.20000000000002"
"soyb","nc","Total, gross value of production","1999.0","189.20000000000002"
"soyb","nc","Seed","1999.0","20.65"
"soyb","nc","Fertilizer","1999.0","13.38"
"soyb","nc","Soil conditioners","1999.0","0.19"
"soyb","nc","Manure","1999.0","1.94"
"soyb","nc","Chemicals","1999.0","25.87"
"soyb","nc","Custom operations","1999.0","6.31"
"soyb","nc","Fuel, lube, and electricity","1999.0","6.23"
"soyb","nc","Repairs","1999.0","9.39"
"soyb","nc","Purchased irrigation water","1999.0","0.0"
"soyb","nc","Interest on operating capital","1999.0","1.97"
"soyb","nc","Total, operating costs","1999.0","85.93"
"soyb","nc","Hired labor","1999.0","1.97"
"soyb","nc","Opportunity cost of unpaid labor","1999.0","24.66"
"soyb","nc","Capital recovery of machinery and equipment","1999.0","51.6"
"soyb","nc","Opportunity cost of land","1999.0","65.85"
"soyb","nc","Taxes and insurance","1999.0","6.86"
"soyb","nc","General farm overhead","1999.0","14.62"
"soyb","nc","Total, allocated overhead","1999.0","165.56"
"soyb","nc","Total, costs listed","1999.0","251.49"
"soyb","nc","Value of production less total costs listed","1999.0","-62.28999999999999"
"soyb","nc","Value of production less operating costs","1999.0","103.27000000000001"
"soyb","nc","Yield (bushels per planted acre)","1999.0","43.0"
"soyb","nc","Price (dollars per bushel at harvest)","1999.0","4.4"
"soyb","nc","Enterprise size (planted acres)","1999.0","115.0"
"soyb","nc","Irrigated (percent)","1999.0","3.0"
"soyb","nc","Dryland (percent)","1999.0","97.0"
"soyb","nc","Primary product:  Soybeans","2000.0","182.04000000000002"
"soyb","nc","Total, gross value of production","2000.0","182.04000000000002"
"soyb","nc","Seed","2000.0","19.37"
"soyb","nc","Fertilizer","2000.0","13.12"
"soyb","nc","Soil conditioners","2000.0","0.2"
"soyb","nc","Manure","2000.0","2.01"
"soyb","nc","Chemicals","2000.0","25.07"
"soyb","nc","Custom operations","2000.0","6.51"
"soyb","nc","Fuel, lube, and electricity","2000.0","8.95"
"soyb","nc","Repairs","2000.0","9.79"
"soyb","nc","Purchased irrigation water","2000.0","0.0"
"soyb","nc","Interest on operating capital","2000.0","2.45"
"soyb","nc","Total, operating costs","2000.0","87.47000000000001"
"soyb","nc","Hired labor","2000.0","2.13"
"soyb","nc","Opportunity cost of unpaid labor","2000.0","26.42"
"soyb","nc","Capital recovery of machinery and equipment","2000.0","53.88"
"soyb","nc","Opportunity cost of land","2000.0","67.4"
"soyb","nc","Taxes and insurance","2000.0","7.1"
"soyb","nc","General farm overhead","2000.0","15.06"
"soyb","nc","Total, allocated overhead","2000.0","171.99"
"soyb","nc","Total, costs listed","2000.0","259.46000000000004"
"soyb","nc","Value of production less total costs listed","2000.0","-77.42000000000002"
"soyb","nc","Value of production less operating costs","2000.0","94.57000000000001"
"soyb","nc","Yield (bushels per planted acre)","2000.0","41.0"
"soyb","nc","Price (dollars per bushel at harvest)","2000.0","4.44"
"soyb","nc","Enterprise size (planted acres)","2000.0","115.0"
"soyb","nc","Irrigated (percent)","2000.0","3.0"
"soyb","nc","Dryland (percent)","2000.0","97.0"
"soyb","nc","Primary product:  Soybeans","2001.0","149.97950000000003"
"soyb","nc","Total, gross value of production","2001.0","149.97950000000003"
"soyb","nc","Seed","2001.0","25.34"
"soyb","nc","Fertilizer","2001.0","14.3"
"soyb","nc","Soil conditioners","2001.0","0.2"
"soyb","nc","Manure","2001.0","2.68"
"soyb","nc","Chemicals","2001.0","26.51"
"soyb","nc","Custom operations","2001.0","6.83"
"soyb","nc","Fuel, lube, and electricity","2001.0","8.82"
"soyb","nc","Repairs","2001.0","10.25"
"soyb","nc","Purchased irrigation water","2001.0","0.0"
"soyb","nc","Interest on operating capital","2001.0","1.6"
"soyb","nc","Total, operating costs","2001.0","96.53"
"soyb","nc","Hired labor","2001.0","2.22"
"soyb","nc","Opportunity cost of unpaid labor","2001.0","27.7"
"soyb","nc","Capital recovery of machinery and equipment","2001.0","56.41"
"soyb","nc","Opportunity cost of land","2001.0","68.71"
"soyb","nc","Taxes and insurance","2001.0","7.21"
"soyb","nc","General farm overhead","2001.0","15.62"
"soyb","nc","Total, allocated overhead","2001.0","177.87"
"soyb","nc","Total, costs listed","2001.0","274.4"
"soyb","nc","Value of production less total costs listed","2001.0","-124.42049999999995"
"soyb","nc","Value of production less operating costs","2001.0","53.44950000000003"
"soyb","nc","Yield (bushels per planted acre)","2001.0","36.85"
"soyb","nc","Price (dollars per bushel at harvest)","2001.0","4.07"
"soyb","nc","Enterprise size (planted acres)","2001.0","115.0"
"soyb","nc","Irrigated (percent)","2001.0","3.0"
"soyb","nc","Dryland (percent)","2001.0","97.0"
"soyb","nc","Primary product:  Soybeans","2002.0","213.96"
"soyb","nc","Total, gross value of production","2002.0","213.96"
"soyb","nc","Seed","2002.0","25.65"
"soyb","nc","Fertilizer","2002.0","10.39"
"soyb","nc","Soil conditioners","2002.0","0.23"
"soyb","nc","Manure","2002.0","1.48"
"soyb","nc","Chemicals","2002.0","17.29"
"soyb","nc","Custom operations","2002.0","8.99"
"soyb","nc","Fuel, lube, and electricity","2002.0","8.27"
"soyb","nc","Repairs","2002.0","11.28"
"soyb","nc","Purchased irrigation water","2002.0","0.0"
"soyb","nc","Interest on operating capital","2002.0","0.7"
"soyb","nc","Total, operating costs","2002.0","84.27999999999999"
"soyb","nc","Hired labor","2002.0","3.14"
"soyb","nc","Opportunity cost of unpaid labor","2002.0","21.02"
"soyb","nc","Capital recovery of machinery and equipment","2002.0","49.03"
"soyb","nc","Opportunity cost of land","2002.0","69.13"
"soyb","nc","Taxes and insurance","2002.0","7.18"
"soyb","nc","General farm overhead","2002.0","13.61"
"soyb","nc","Total, allocated overhead","2002.0","163.11"
"soyb","nc","Total, costs listed","2002.0","247.39"
"soyb","nc","Value of production less total costs listed","2002.0","-33.42999999999998"
"soyb","nc","Value of production less operating costs","2002.0","129.68"
"soyb","nc","Yield (bushels per planted acre)","2002.0","41.0"
