,County,WaterstatsID,UtilityType,UtilityName,AWWAGroup,Category,Region,AWWA_City,State_Name,State,Zip,Country,FIPS,City,PopDens,MedianIncome,Ground,Surface,Purchases,PrimarySource,SplitPercent,ResidentialRateStr,RateStruct,Seasonal,ResCharges1000cfService,ResCharges1000cfVolume,ResCharges1000cfTotal,ResCharges1500cfService,ResCharges1500cfVolume,ResCharges1500cfTotal,FixedChargeRatio,WWCharges1000cfService,WWCharges1000cfVolume,WWCharges1000cfTotal,WWCharges1500cfService,WWCharges1500cfVolume,WWCharges1500cfTotal,CombResCharges1000cfService,CombResCharges1000cfVolume,CombResCharges1000cfTotal,CombResCharges1500cfService,CombResCharges1500cfVolume,CombResCharges1500cfTotal,MGDailyWaterTreatmntProdCapacity,MGDAverageDayWaterProduction,MGDMaxDayWaterProduction,AvgPlantUtilization,MaxPlantUtilization,AnnualMGallonsSoldResNonres,AnnualMGallonsSoldWholesale,AnnualMGallonsSoldTotal,SvcPopRetail,SvcPopWholesale,SvcPopTotal,X.x,ScvPop,DailyPerCapitaConsumptionGallons,ActiveAccountResidential,ActiveAccountNonRes,AccountRatio_NonRes,ActiveAccountWholesale,ActiveAccountTotal,BSFullTimeEmployees,MGYWWTotalGallonsTreated,WaterPerEmployee,BSTotalAssets,BSLongtermDebt,DebtRatio,BSTotalAssetsComb,BSLongTermDebtComb,DebtRatioComb,ISOperatingRevenues,ISBeforeDepreciation,IncomeStatement_Depreciation_Expense,OpExpRev,ISInterestExpense,ISNetIncome,DebtPerMG,OpExpPerMG,NonOperatingRevenue,NonOperatingIncome,ISOperatingRevenuesComb,ISBeforeDepreciationComb,OpExpRevComb,ISInterestExpenseComb,ISNetIncomeComb,AverageCapitalNeeds,IncomeStatement_W_C_WW,WaterIS_Period,WastewaterIS_Period,UtilityType.1,WaterOnly,TempAve,TempVar,PrecipAnnual,PrecipSeasonal,MaxCumDef,NDI,X.y,mean,depth
109,Halifax,2375,2,Roanoke Rapids Sanitary District,C,U,South,Roanoke Rapids,North Carolina,NC,27870,USA,37083,Roanoke Rapids,77.9,37593,0,100,0,1,2,U,1,0,7.6,13.7,21.3,7.6,23.05,30.65,0.33,11.4,21.92,33.32,11.4,36.88,48.28,19,35.62,54.62,19,59.93,78.93,12,5.05,7.42,42.08%,61.83%,768.76,721.26,1490.02,18200,46675,64875,0,0,62.9248027,7645,923,0.120732505,2,8570,17,1453,87.64823529,"36,150,560.00","951,527.00",0.03,"36,150,560.00","951,527.00",0.03,6240227,"4,464,056.00",1637882,0.72,"44,056.00","399,212.00",638.6,"2,995.97",1,0,"6,240,227.00","4,464,056.00",0.72,"44,056.00",399212,"1,651,000.00",Combined water and wastewater,FY09,N / R,2,0,15.27,10.61,"1,144.78",1.51,0.037625432,20.78934972,638,1361.297297,859.6278867
110,Hall,6823,1,Grand Island Utilities Dept.,C,U,Midwest,Grand Island,Nebraska,NE,68801,USA,31079,Grand Island,98.8,47139,100,0,0,2,2,DB,3,0,0.35,10.98,11.33,0.35,14.44,14.79,0.02,0,0,0,0,0,0,0.35,10.98,11.33,0.35,14.44,14.79,0,10.527,28.897,0.00%,0.00%,3843,0,3843,47621,0,47621,1,47621,221.0950447,13224,2229,0.168557169,0,15453,11.5,0,334.173913,"44,994,151.00","1,430,000.00",0.03,"44,994,151.00","1,430,000.00",0.03,4144162,"2,431,863.00",594750,0.59,"91,476.00","2,691,497.00",372.11,632.8,1,0,"4,144,162.00","2,431,863.00",0.59,"91,476.00",2691497,"2,652,800.00",Water only,FY09,N / R,1,1,10.19,14.29,648.01,6.28,9.856015605,0.785550594,639,1080.572755,627.8559753
111,Hamilton,1400,1,Greater Cincinnati Water Works,A,U,Midwest,Cincinnati,Ohio,OH,45232,USA,39061,Cincinnati,1988,38571,88,12,0,2,,DB,3,0,3.29,18.9,22.19,3.29,28.35,31.64,0.12,0,0,0,0,0,0,3.29,18.9,22.19,3.29,28.35,31.64,260,124.81,169.26,48.00%,65.10%,30341.71,7502.75,37844.46,1100000,0,1100000,0,1100000,94.25768369,237540,0,0,43,237583,617.2999878,0,61.30643245,"1,080,499,130.00","425,765,000.00",0.39,"1,080,499,130.00","425,765,000.00",0.39,107754062,"77,134,408.00",24160609,0.72,"13,525,555.00","3,667,697.00","11,250.39","2,038.20",1,1,"107,754,062.00","77,134,408.00",0.72,"13,525,555.00",3667697,"54,017,600.00",Water only,CY09,N / R,1,1,12.06,12.03,"1,078.83",1.51,16.01137614,53.17099083,641,2332.142295,1144.802474
112,Hamilton,1764,4,Metropolitan Sewer District of Greater Cincinnati,X,U,Midwest,Cincinnati (MSD),Ohio,OH,45204,USA,39061,Cincinnati,1988,38571,0,0,0,4,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,25.61,26.94,52.55,25.61,48.19,73.8,25.61,26.94,52.55,25.61,48.19,73.8,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,60800,#DIV/0!,0,0,#DIV/0!,"1,484,915,000.00","767,360,000.00",0.52,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"201,273,000.00","103,825,000.00",0.52,"25,539,000.00",39358000,#DIV/0!,,N / R,CY09,4,0,12.06,12.03,"1,078.83",1.51,16.01137614,53.17099083,641,2332.142295,1144.802474
113,Hamilton,20089,4,City of Chattanooga,X,U,South,Chattanooga,Tennessee,TN,37405,USA,47065,Chattanooga,555.2,41858,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,35.54,35.54,0,52.32,52.32,,,35.54,0,52.32,52.32,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,26084.7,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,0,0,#DIV/0!,,N / R,N / R,4,0,14.63,10.5,"1,392.62",1.47,0.024944768,7.594029296,641,2332.142295,1144.802474
114,Hampden,1163,2,Springfield Water & Sewer Commission,B,U,Northeast,Springfield,Massachusetts,MA,1101,USA,25013,Springfield,729.4,39779,0,100,0,1,2,U,1,0,2.5,20.2,22.7,2.5,30.3,32.8,0.08,0,28.6,28.6,0,42.9,42.9,2.5,48.8,51.3,2.5,73.2,75.7,100,35,55,35.00%,55.00%,5631,5380,11011,190000,60000,250000,0,0,120.6684932,40246,2419,0.060105352,45,42710,228,15372,48.29385965,"244,254,024.00","85,194,908.00",0.35,"244,254,024.00","85,194,908.00",0.35,50879536,"40,006,973.00",6073872,0.79,"3,289,552.00","2,215,012.00","7,737.25","3,633.36",1,1,"50,879,536.00","80,013,946.00",1.57,"6,579,104.00",4430024,"24,660,000.00",Combined water and wastewater,FY09,FY09,2,0,8.46,12.81,"1,186.61",1.18,0.038360236,3.400905616,643,963.5743146,507.9830077
115,Harris,1508,2,City of Houston,A,U,South,Houston,Texas,TX,77002,USA,48201,Houston,2153.1,47887,30,70,0,1,,IB,2,0,0,26.23,26.23,0,37.15,37.15,0,1.14,29.54,30.68,1.14,44.31,45.45,1.14,55.77,56.91,1.14,81.46,82.6,1502,340,800,22.64%,53.26%,106943,104027,210970,2800000,0,2800000,0,0,206.4285714,370555,63892,0.172422447,54,434501,1263.800049,93440,166.9330526,"6,182,988,000.00","5,415,947,000.00",0.88,"6,182,988,000.00","5,415,947,000.00",0.88,717118000,"371,771,000.00",204919000,0.52,"260,396,000.00","-71,886,000.00","25,671.65","1,762.20",0,1,"717,118,000.00","743,542,000.00",1.04,"520,792,000.00",-143772000,"174,953,000.00",Combined water and wastewater,FY09,FY09,2,0,20.58,8.1,"1,240.85",1.49,43.03373768,46.00252838,662,2752.636364,1758.239119
116,Hays,4043,2,"San Marcos Water/Wastewater Utility, City of",C,U,South,San Marcos,Texas,TX,78666,USA,48209,San Marcos,179.1,33753,25,75,0,1,,IB,2,0,18.98,24.39,43.37,18.98,42.39,61.37,0.45,22.42,35.4,57.82,22.42,45.22,67.64,41.4,59.79,101.19,41.4,87.61,129.01,21,6.5,10.7,30.95%,50.95%,2002.289911,2.7695,2005.059411,50000,30000,80000,1,0,68.66641818,8900,1882,0.211460674,1,10783,27.5,1751.9,72.91125131,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,,N / R,N / R,2,0,19.49,9.04,867.89,1.9,0.020802695,3.496338025,673,2771.573529,2062.732312
117,Hempstead,4213,1,Hope Water & Light Commission,C,U,South,Hope,Arkansas,AR,71802,USA,5057,Hope,32.3,33199,84,16,0,2,,DB,3,0,5.95,23.11,29.06,5.95,34.32,40.27,0.17,0,0,0,0,0,0,5.95,23.11,29.06,5.95,34.32,40.27,9.5,2.622,4.014,27.60%,42.25%,767.195,108.524,875.719,10000,2000,12000,1,12000,199.9358447,3857,658,0.170598911,4,4519,16,0,54.7324375,"15,257,660.00","1,827,192.00",0.12,"15,257,660.00","1,827,192.00",0.12,2124046,"1,965,625.00",710334,0.93,"71,951.00","-594,154.00","2,086.50","2,244.58",1,1,"2,124,046.00","1,965,625.00",0.93,"71,951.00",-594154,"1,927,850.00",Water only,FY08,N / R,1,1,16.98,10.46,"1,310.37",1.4,0.001901698,631.2005155,676,1265.32,870.9307148
118,Hennepin,1205,1,Minneapolis Water Works,B,U,Midwest,Minneapolis,Minnesota,MN,55415,USA,27053,Minneapolis,1914.3,49663,0,100,0,1,2,U,1,0,0,30.5,30.5,0,45.75,45.75,0,0,0,0,0,0,0,0,30.5,30.5,0,45.75,45.75,180,57.78,109.34,32.10%,60.74%,13395,4372,17767,383000,84000,467000,1,467000,104.2327887,77000,25500,0.331168831,6,102506,218,0,81.5,0,0,#DIV/0!,0,0,#DIV/0!,60234862,"37,804,398.00",0,0.63,0,"18,151,243.00",0,"2,127.79",1,0,"60,234,862.00","37,804,398.00",0.63,0,18151243,"10,050,000.00",Water only,FY08,N / R,1,1,6.95,15.37,745.92,5.01,26.9150923,334.1993786,680,2106.137682,1033.210585
119,Hillsborough,30108,4,"City of Manchester, Environmental Protection Division",X,U,Northeast,Manchester,New Hampshire,NH,3103,USA,33011,Manchester,454.3,53324,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,7.59,37.3,44.89,7.59,55.95,63.54,,,44.89,7.59,55.95,63.54,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1,0,#DIV/0!,0,0,#DIV/0!,0,0,0,6884,#DIV/0!,0,0,#DIV/0!,"159,453,201.00","31,262,029.00",0.2,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"18,717,269.00","7,382,125.00",0.39,"1,145,268.00",6030382,#DIV/0!,,N / R,FY09,4,0,7.74,12.9,"1,144.19",1.19,0.024952203,4.03754647,692,865.7760304,446.4357459
120,Howard,1778,2,Howard County Bureau of Utilities,B,U,South,Columbia,Maryland,MD,21045,USA,24027,Columbia,1073.9,96996,0,0,100,4,,IDB,4,1,-,-,24.78,-,-,32.01,#VALUE!,0,13.9,29.78,0,20.85,40.74,#VALUE!,#VALUE!,54.56,#VALUE!,#VALUE!,72.75,45,23,34.8,51.11%,77.33%,8339,0,8734.45,276000,0,280000,0,0,85.46428571,68000,0,0,0,70000,136,9563,64.22389706,0,0,#DIV/0!,0,0,#DIV/0!,44501000,"44,101,000.00",0,0.99,0,"-1,214,000.00",0,"5,049.09",0,0,"44,501,000.00","88,202,000.00",1.98,0,-2428000,"12,675,000.00",Combined water and wastewater,FY09,N / R,2,0,12.53,11.88,"1,081.60",1.28,0.269569435,7.326827549,712,1517.869804,683.3462463
121,Ingham,1184,1,Lansing Board Water & Light,C,U,Midwest,Lansing,Michigan,MI,48901-3007,USA,26065,Lansing,502.8,45555,100,0,0,2,2,U,1,0,7.52,18,25.52,7.52,27,34.52,0.28,0,0,0,0,0,0,7.52,18,25.52,7.52,27,34.52,50,24.21,35.83,48.42%,71.66%,5331.8,1964.6,7296.4,155224,50000,205224,1,205224,97.40642901,45420,5540,0.121972699,3,50963,88,0,82.91363636,"234,951,339.00","65,499,535.00",0.28,"234,951,339.00","65,499,535.00",0.28,0,"21,825,095.00",5195349,#DIV/0!,"3,273,925.00","-852,152.00","8,976.97","2,991.21",1,1,0,"21,825,095.00",#DIV/0!,"3,273,925.00",-852152,"14,311,400.00",Water only,FY09,N / R,1,1,8.54,12.95,816.97,1.88,0.545507756,7.008566412,734,1002.318182,435.7158975
122,Jackson,3671,1,Medford Water Commission,B,U,West,Medford,Oregon,OR,97501,USA,41029,Medford,70.6,47710,74.4,25.6,0,2,,IB,2,1,6.96,4.26,11.22,6.96,6.4,13.36,1.09,0,0,0,0,0,0,6.96,4.26,11.22,6.96,6.4,13.36,71,27.6,60.5,38.87%,85.21%,6972.3,2476.8,9449.1,91100,40200,131300,1,131300,197.1663763,24935,2785,0.111690395,5,27725,52,0,181.7134615,"127,435,667.00",0,0,"127,435,667.00",0,0,8932839,"10,596,486.00",2354676,1.19,0,"1,637,841.00",0,"1,121.43",1,1,"8,932,839.00","10,596,486.00",1.19,0,1637841,"6,912,800.00",Water only,FY09,N / R,1,1,8.61,9.59,962.74,8.44,0.038042311,0.194609183,752,1356.612752,1106.064347
123,Jasper,6945,2,Beaufort Jasper Water & Sewer Authority,C,U,South,Okatie,South Carolina,SC,29909,USA,45053,Okatie,32.3,44066,0.96,99.04,0,1,2,U,1,0,6,24.83,30.83,6,37.25,43.25,0.16,6,39.2,45.2,6,39.2,45.2,12,64.03,76.03,12,76.45,88.45,39,19.41,33.118,49.77%,84.92%,4379,2166,6545,101444,37973,139417,1,139417,128.617793,40352,3365,0.083391158,12,43729,60,2725,109.0833333,"480,900,683.00","143,483,176.00",0.3,"480,900,683.00","143,483,176.00",0.3,24333143,"13,084,650.00",9474704,0.54,"3,112,068.00","-1,515,426.00","21,922.56","1,999.18",0,1,"40,713,495.00","23,621,927.00",0.58,"6,436,363.00",9200711,"15,230,393.60",Water only,FY09,FY09,2,1,18.72,8.63,"1,250.86",2.15,0.001355856,0.499058553,754,1676.784722,1117.492447
124,Jasper,4266,1,Newton Water Works,C,U,South,Newton,Iowa,IA,50208,USA,19099,Newton,50.8,52763,100,0,0,2,2,DB,3,0,7.62,11.44,19.06,7.62,18.59,26.21,0.41,0,0,0,0,0,0,7.62,11.44,19.06,7.62,18.59,26.21,9,4.1,7,45.56%,77.78%,505.6255,949.3519,1454.9774,21000,27000,48000,1,48000,83.04665525,6600,400,0.060606061,1,7001,15,0,96.99849333,"5,830,918.00","817,894.00",0.14,"5,830,918.00","817,894.00",0.14,2168302,"2,015,545.00",300000,0.93,"39,795.00","30,962.00",562.14,"1,385.28",1,0,"2,168,302.00","2,015,545.00",0.93,"39,795.00",30962,"627,660.00",Water only,FY09,N / R,1,1,9.48,14.23,865.68,4.07,0.763143458,0.482900506,754,1676.784722,1117.492447
125,Jefferson,1125,1,Louisville Water Company,A,U,South,Louisville,Kentucky,KY,40202,USA,21111,Louisville,1769.8,37721,10,90,0,1,1,IDB,4,0,6.45,19.64,26.09,6.45,30.49,36.94,0.21,0,0,0,0,0,0,6.45,19.64,26.09,6.45,30.49,36.94,240,124,157.3,51.67%,65.54%,34066,1730,35796,780000,48000,828000,0,828000,118.443518,247192,30047,0.121553287,6,277245,430,0,83.24651163,"1,077,836,284.00","284,605,000.00",0.26,"1,077,836,284.00","284,605,000.00",0.26,135833309,"94,050,000.00",24332654,0.69,"5,409,953.00","37,416,090.00","7,950.75","2,627.39",0,1,"135,833,309.00","94,050,000.00",0.69,"5,409,953.00",37416090,"69,522,048.00",Water only,CY09,N / R,1,1,13.57,11.62,"1,160.31",1.38,6.606504224,93.80346512,756,1735.083333,1446.354598
126,Jefferson,1135,1,Jefferson Parish Water Department,B,U,South,Jefferson,Louisiana,LA,70123,USA,22051,Jefferson,945.5,50265,0,100,0,1,2,U,1,0,4.34,5.47,9.81,4.34,10.03,14.37,0.43,0,0,0,0,0,0,4.34,5.47,9.81,4.34,10.03,14.37,148,56,66.5,37.84%,44.93%,16570.3,0,16570.3,427280,0,427280,0,427280,106.2490222,132924,12435,0.093549698,0,145359,259,0,63.97799228,0,0,#DIV/0!,0,0,#DIV/0!,25902776,"30,475,329.00",0,1.18,"60,000.00","-1,921,228.00",0,"1,839.15",1,1,"25,902,776.00","30,475,329.00",1.18,"60,000.00",-1921228,"10,000,000.00",Water only,FY09,N / R,1,1,12.22,4.34,"1,285.82",1.65,0.127243502,12.98887939,756,1735.083333,1446.354598
127,Johnson,20030,4,"Consolidated Main Sewer District of Johnson County, Kansas",X,U,Midwest,Olathe,Kansas,KS,66061,USA,20091,Olathe,1062.5,79921,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,1.45,15.93,17.38,1.45,23.89,25.34,,,17.38,1.45,23.89,25.34,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,19460,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,0,0,#DIV/0!,,N / R,N / R,4,0,12.86,13.08,988.53,3.71,0.639021401,7.944254035,765,1557.769497,1211.758112
128,Johnson,1118,1,Water District No.1 of Johnson County,B,U,Midwest,Johnson County (Dist. #1),Kansas,KS,66219,USA,20091,Overland Park,1062.5,80371,2,98,0,1,1,IB,2,0,9.65,23.64,33.29,9.65,39.27,48.92,0.25,0,0,0,0,0,0,9.65,23.64,33.29,9.65,39.27,48.92,195,50.8,111,26.05%,56.92%,15762.825,0,15762.825,404000,0,404000,1,404000,106.8955988,129205,7948,0.061514647,0,137153,390,0,40.4175,"909,750,701.00","230,805,190.00",0.25,"909,750,701.00","230,805,190.00",0.25,69257450,"41,602,361.00",15794069,0.6,"6,995,273.00","14,164,879.00","14,642.37","2,639.27",1,0,"69,257,450.00","41,602,361.00",0.6,"6,995,273.00",14164879,"36,000,000.00",Water only,CY09,N / R,1,1,12.86,13.08,988.53,3.71,0.639021401,7.944254035,765,1557.769497,1211.758112
129,Josephine,3663,1,Grants Pass Water Department,C,U,West,Grants Pass,Oregon,OR,97526,USA,41033,Grants Pass,49.1,38184,0,100,0,1,2,IB,2,0,8.8,8.2,17,8.8,13.4,22.2,0.66,0,0,0,0,0,0,8.8,8.2,17,8.8,13.4,22.2,18,5.5797,14.1749,31.00%,78.75%,1870,0,1870,31000,0,31000,1,31000,165.2673442,8981,1177,0.131054448,0,10158,15,0,124.6666667,"55,735,817.00","1,175,242.00",0.02,"55,735,817.00","1,175,242.00",0.02,4312938,"3,138,692.00",939057,0.73,"82,836.00","605,615.00",628.47,"1,678.44",1,1,"4,312,938.00","3,138,692.00",0.73,"82,836.00",605615,"882,000.00",Water only,FY09,N / R,1,1,9.63,8.67,"1,709.99",14.27,0.015858607,0.221271593,768,1133.733333,801.524546
130,Kalamazoo,1183,2,Kalamazoo Public Utilities,C,U,Midwest,Kalamazoo,Michigan,MI,49001,USA,26077,Kalamazoo,427.4,40789,100,0,0,2,2,U,1,0,6.22,5.8,12.02,6.22,8.71,14.93,0.71,2.18,8.92,11.1,2.18,13.38,15.56,8.4,14.72,23.12,8.4,22.09,30.49,42.5,18.44,33.855,43.39%,79.66%,5967,0,5967,150000,0,150000,1,150000,108.9863014,36430,10139,0.278314576,0,46569,79,9564.4,75.53164557,"98,812,850.00","17,696,119.00",0.18,"202,449,463.00","20,891,119.00",0.1,11675879,"10,546,477.00",2886367,0.9,"1,008,447.00","-2,625,718.00","2,965.66","1,767.47",0,0,"32,878,557.00","26,135,064.00",0.79,"1,008,447.00",-1137778,"3,507,580.00",Water only,FY08,FY08,2,1,9.44,12.85,910.78,1.73,0.167578346,41.31959692,775,1246.063492,776.6564789
131,Kanawha,20109,4,Charleston Sanitary Board,X,U,South,Charleston,West Virginia,WV,25312,USA,54039,Charleston,210.9,44477,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,16.38,49.16,65.54,16.38,82.7,99.08,,,65.54,16.38,82.7,99.08,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,4092.42,#DIV/0!,0,0,#DIV/0!,"119,182,220.00","65,602,489.00",0.55,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"18,317,891.00","8,138,323.00",0.44,"2,589,913.00",4090761,#DIV/0!,,N / R,FY09,4,0,12.08,11.11,"1,143.86",1.5,0.011509245,78.93115885,777,1126.652174,708.7371447
132,Kane,1079,2,"Aurora, IL - Water Production Division",C,U,Midwest,Aurora,Illinois,IL,60507,USA,17089,Aurora,899.5,71747,37,63,0,1,,U,1,0,3.75,30.8,34.55,3.75,46.2,49.95,0.08,0,7.8,7.8,0,11.7,11.7,3.75,38.6,42.35,3.75,57.9,61.65,42,16.24,22.25,38.67%,52.98%,4366.065,0,4366.065,175000,0,175000,1,0,68.3532681,48235,0,0,0,48235,34,0,128.4136765,"200,346,847.00","39,157,673.00",0.2,"200,346,847.00","39,157,673.00",0.2,25888333,"22,504,119.00",3868076,0.87,"1,663,208.00","613,168.00","8,968.64","5,154.33",0,1,"25,888,333.00","22,504,119.00",0.87,"1,663,208.00",613168,"6,003,100.00",Combined water and wastewater,CY09,N / R,2,0,9.11,13.58,920.65,2.26,3.364409035,6.965473811,779,2229.396694,1693.865783
133,Kenosha,1583,2,Kenosha Water Utility,C,U,Midwest,Kenosha,Wisconsin,WI,53144,USA,55059,Kenosha,577.9,54800,0,100,0,1,2,DB,3,0,7.44,15.9,23.34,7.44,23.85,31.29,0.31,2.41,19.3,21.71,2.41,28.95,31.36,9.85,35.2,45.05,9.85,52.8,62.65,41.7,12.4,15.7,29.74%,37.65%,3071,858,3929,96000,17682,113682,1,113682,94.68854842,27189,4018,0.147780352,17,31224,35.59999847,8926.5,110.3651733,"97,241,601.00","25,111,474.00",0.26,"197,315,265.00","32,006,914.00",0.16,11252284,"7,782,208.00",2416135,0.69,"1,166,366.00","35,920.00","6,391.31","1,980.71",0,1,"23,175,075.00","15,734,856.00",0.68,"1,606,659.00",1895108,"4,238,900.00",Water only,CY09,CY09,2,1,8.41,13.41,858.56,2.26,0.170449473,655.220405,788,1818.043668,810.0255616
134,Kenton,1678,4,Sanitation District No. 1,X,U,South,Fort Wright,Kentucky,KY,41017,USA,21117,Fort Wright,942,68521,0,0,0,4,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,44,44,0,66,66,0,44,44,0,66,66,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,11784,#DIV/0!,0,0,#DIV/0!,"700,509,341.00","227,845,699.00",0.33,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"51,155,819.00","24,648,927.00",0.48,"5,758,237.00",5116672,#DIV/0!,,N / R,FY09,4,0,12.37,11.91,"1,087.34",1.48,0.026567981,0.891472132,790,1510.2,687.4685976
135,Kern,6880,3,Kern County Water Agency,B,U,West,Kern County,California,CA,93308,USA,6029,Bakersfield,90.1,46356,0,100,0,1,2,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,38,25.3,40.1,66.58%,105.53%,0,9233,9233,0,150000,150000,1,0,168.6392694,0,0,#DIV/0!,4,4,23,0,401.4347826,"42,703,549.00","1,475,084.00",0.03,"42,703,549.00","1,475,084.00",0.03,12421370,"12,078,110.00",1065825,0.97,"26,196.00","-247,668.00",159.76,"1,308.15",1,0,"12,421,370.00","12,078,110.00",0.97,"26,196.00",-247668,"2,320,000.00",Water only,FY08,N / R,3,0,15.55,10.45,220.99,21.76,0.604701578,26.98092536,792,2658.054665,1826.985652
136,King,1575,2,Seattle Public Utilities,A,U,West,Seattle,Washington,WA,98124-4018,USA,53033,Seattle,835.1,59814,1,99,0,1,2,U,1,1,-,-,50.37,-,-,69.94,#VALUE!,0,89.8,89.8,0,134.7,134.7,#VALUE!,#VALUE!,140.17,#VALUE!,#VALUE!,204.64,300,129.5,242,43.17%,80.67%,20956,23554,47267.5,658951,760439,1419390,0,1419390,91.23637619,161791,26311,0.162623384,22,188124,689,0,68.6030479,"1,302,507,426.00","890,018,584.00",0.68,"2,135,267,064.00","1,394,413,619.00",0.65,191369588,"118,178,810.00",46099498,0.62,"40,663,674.00","-4,162,173.00","18,829.40","2,500.21",0,0,"441,564,195.00","332,570,399.00",0.75,"58,915,638.00",2109371,"98,609,000.00",Water only,FY09,FY09,2,1,7.34,7.7,"1,896.02",4.76,0.313275663,2.30959403,798,2001.812238,1625.806375
137,King,1565,2,City of Bellevue,C,U,West,Bellevue,Washington,WA,98009,USA,53033,Bellevue,835.1,81526,0,0,100,4,,IB,2,1,13.29,26.5,39.79,13.29,39.75,53.04,0.33,21.9,26.5,48.4,21.9,39.75,61.65,35.19,53,88.19,35.19,79.5,114.69,0,0,0,0.00%,0.00%,5212,0,5212,125000,0,125000,1,125000,114.2356164,35291,1810,0.051287864,0,37101,67,0,77.79104478,"143,324,000.00","118,000.00",0,"259,609,000.00","118,000.00",0,33061000,"27,144,000.00",2878000,0.82,"52,000.00","7,132,000.00",22.64,"5,207.98",1,1,"72,477,000.00","60,130,000.00",0.83,"52,000.00",14332000,"9,200,000.00",Water only,FY09,FY09,2,1,7.34,7.7,"1,896.02",4.76,0.313275663,2.30959403,798,2001.812238,1625.806375
138,King,1574,1,Highline Water District,C,U,West,Kent,Washington,WA,98089,USA,53033,Kent,835.1,60219,26.1,0,73.9,4,,U,1,1,-,-,44.25,-,-,61.25,#VALUE!,0,0,0,0,0,0,#VALUE!,#VALUE!,44.25,#VALUE!,#VALUE!,61.25,20,6.3,12,31.50%,60.00%,2185.9,0,2185.9,68500,0,68500,1,68500,87.42725727,16921,1159,0.06849477,0,18080,32,0,68.309375,"93,482,268.00","13,551,956.00",0.14,"93,482,268.00","13,551,956.00",0.14,13223616,"9,156,875.00",3515350,0.69,"172,806.00","1,697,603.00","6,199.71","4,189.06",0,1,"13,223,616.00","9,156,875.00",0.69,"172,806.00",1697603,"4,173,141.50",Water only,FY09,N / R,1,1,7.34,7.7,"1,896.02",4.76,0.313275663,2.30959403,798,2001.812238,1625.806375
139,Klamath,3666,2,"Klamath Falls, City of",C,U,West,Klamath Falls,Oregon,OR,97601,USA,41035,Klamath Falls,10.8,37270,100,0,0,2,2,U,1,0,2.58,17.6,20.18,2.58,26.4,28.98,0.1,13.92,55.68,69.6,13.92,90.48,104.4,16.5,73.28,89.78,16.5,116.88,133.38,25.704,8.478387,18.8161,32.98%,73.20%,2312.920966,0,2312.920966,42610,0,42610,1,42610,148.7155543,14504,1390,0.095835632,0,15894,24.5,1134.29,94.40493739,"35,084,446.00","4,493,629.00",0.13,"80,384,086.00","14,376,789.00",0.18,6604532,"3,987,163.00",1176092,0.6,"247,835.00","1,001,920.00","1,942.84","1,723.86",0,1,"11,413,238.00","7,517,706.00",0.66,"1,223,078.00",939503,"2,412,285.00",Water only,FY09,FY09,2,1,5.98,10.26,666.85,6.81,0.03642889,0.140764109,810,1959.419565,1588.073355
